C_Pt [M],C_Rh [M],q_Pt [mol Pt/mol ddFc]
0.0,0.0018000000000000002,0.0
4.522613065326634e-05,0.0018000000000000002,0.004317368376763414
9.045226130653268e-05,0.0018000000000000002,0.008505071229891175
0.000135678391959799,0.0018000000000000002,0.012568863594634294
0.00018090452261306536,0.0018000000000000002,0.016514164898431445
0.00022613065326633171,0.0018000000000000002,0.020346083073302986
0.000271356783919598,0.0018000000000000002,0.02406943661881207
0.00031658291457286437,0.0018000000000000002,0.02768877481597764
0.0003618090452261307,0.0018000000000000002,0.0312083962704409
0.0004070351758793971,0.0018000000000000002,0.034632365943804276
0.00045226130653266343,0.0018000000000000002,0.03796453081501773
0.0004974874371859297,0.0018000000000000002,0.04120853429867275
0.000542713567839196,0.0018000000000000002,0.044367829533813886
0.0005879396984924624,0.0018000000000000002,0.04744569164516386
0.0006331658291457287,0.0018000000000000002,0.0504452290682868
0.0006783919597989951,0.0018000000000000002,0.05336939402101428
0.0007236180904522614,0.0018000000000000002,0.05622099219528698
0.0007688442211055277,0.0018000000000000002,0.059002691736294625
0.0008140703517587941,0.0018000000000000002,0.06171703156931787
0.0008592964824120604,0.0018000000000000002,0.06436642912889562
0.0009045226130653269,0.0018000000000000002,0.06695318753977512
0.0009497487437185932,0.0018000000000000002,0.06947950229447962
0.0009949748743718595,0.0018000000000000002,0.07194746746818631
0.0010402010050251259,0.0018000000000000002,0.07435908150789085
0.001085427135678392,0.0018000000000000002,0.07671625262949516
0.0011306532663316585,0.0018000000000000002,0.07902080385345277
0.0011758793969849249,0.0018000000000000002,0.08127447770689931
0.0012211055276381913,0.0018000000000000002,0.08347894061775786
0.0012663316582914575,0.0018000000000000002,0.08563578702410546
0.0013115577889447239,0.0018000000000000002,0.08774654322009749
0.0013567839195979903,0.0018000000000000002,0.08981267095794458
0.0014020100502512565,0.0018000000000000002,0.09183557082380624
0.0014472361809045229,0.0018000000000000002,0.093816585403985
0.0014924623115577893,0.0018000000000000002,0.09575700225646246
0.0015376884422110555,0.0018000000000000002,0.09765805670159736
0.0015829145728643219,0.0018000000000000002,0.09952093444469691
0.0016281407035175883,0.0018000000000000002,0.10134677404216004
0.0016733668341708545,0.0018000000000000002,0.1031366692219716
0.001718592964824121,0.0018000000000000002,0.10489167106848517
0.0017638190954773873,0.0018000000000000002,0.10661279008066452
0.0018090452261306537,0.0018000000000000002,0.10830099811225295
0.00185427135678392,0.0018000000000000002,0.10995723020169791
0.0018994974874371863,0.0018000000000000002,0.11158238629907068
0.0019447236180904527,0.0018000000000000002,0.11317733289668225
0.001989949748743719,0.0018000000000000002,0.11474290456960404
0.002035175879396985,0.0018000000000000002,0.11627990543184744
0.0020804020100502517,0.0018000000000000002,0.11778911051354089
0.002125628140703518,0.0018000000000000002,0.11927126706405997
0.002170854271356784,0.0018000000000000002,0.12072709578571476
0.0022160804020100507,0.0018000000000000002,0.12215729200227253
0.002261306532663317,0.0018000000000000002,0.12356252676629785
0.0023065326633165835,0.0018000000000000002,0.12494344790901406
0.0023517587939698497,0.0018000000000000002,0.1263006810361377
0.002396984924623116,0.0018000000000000002,0.12763483047290183
0.0024422110552763826,0.0018000000000000002,0.12894648016126697
0.0024874371859296487,0.0018000000000000002,0.1302361945121191
0.002532663316582915,0.0018000000000000002,0.1315045192150666
0.0025778894472361816,0.0018000000000000002,0.13275198200827798
0.0026231155778894477,0.0018000000000000002,0.13397909341064154
0.002668341708542714,0.0018000000000000002,0.13518634741838093
0.0027135678391959806,0.0018000000000000002,0.13637422216812406
0.0027587939698492468,0.0018000000000000002,0.1375431805682948
0.002804020100502513,0.0018000000000000002,0.13869367090057877
0.0028492462311557796,0.0018000000000000002,0.13982612739310582
0.0028944723618090458,0.0018000000000000002,0.14094097076688789
0.002939698492462312,0.0018000000000000002,0.14203860875695778
0.0029849246231155786,0.0018000000000000002,0.14311943660956425
0.0030301507537688448,0.0018000000000000002,0.1441838375566971
0.003075376884422111,0.0018000000000000002,0.1452321832691397
0.0031206030150753776,0.0018000000000000002,0.14626483428917375
0.0031658291457286438,0.0018000000000000002,0.14728214044399376
0.00321105527638191,0.0018000000000000002,0.14828444124082885
0.0032562814070351766,0.0018000000000000002,0.14927206624470726
0.0033015075376884428,0.0018000000000000002,0.15024533543974858
0.003346733668341709,0.0018000000000000002,0.15120455957481427
0.0033919597989949756,0.0018000000000000002,0.1521500404943012
0.003437185929648242,0.0018000000000000002,0.1530820714548185
0.003482412060301508,0.0018000000000000002,0.15400093742844503
0.0035276381909547746,0.0018000000000000002,0.15490691539322599
0.003572864321608041,0.0018000000000000002,0.15580027461153173
0.0036180904522613074,0.0018000000000000002,0.15668127689686553
0.0036633165829145736,0.0018000000000000002,0.15755017686967576
0.00370854271356784,0.0018000000000000002,0.1584072222026983
0.0037537688442211064,0.0018000000000000002,0.15925265385632428
0.0037989949748743726,0.0018000000000000002,0.16008670630446487
0.003844221105527639,0.0018000000000000002,0.16090960775135635
0.0038894472361809054,0.0018000000000000002,0.16172158033972697
0.003934673366834171,0.0018000000000000002,0.16252284035072495
0.003979899497487438,0.0018000000000000002,0.16331359839598505
0.0040251256281407044,0.0018000000000000002,0.16409405960219228
0.00407035175879397,0.0018000000000000002,0.16486442378848207
0.004115577889447237,0.0018000000000000002,0.1656248856369999
0.0041608040201005034,0.0018000000000000002,0.16637563485692541
0.004206030150753769,0.0018000000000000002,0.16711685634225193
0.004251256281407036,0.0018000000000000002,0.16784873032359648
0.0042964824120603025,0.0018000000000000002,0.16857143251430257
0.004341708542713568,0.0018000000000000002,0.16928513425108416
0.004386934673366835,0.0018000000000000002,0.16999000262944772
0.0044321608040201015,0.0018000000000000002,0.17068620063411666
0.004477386934673368,0.0018000000000000002,0.17137388726467245
0.004522613065326634,0.0018000000000000002,0.1720532176566154
0.0045678391959799005,0.0018000000000000002,0.1727243431980393
0.004613065326633167,0.0018000000000000002,0.17338741164210364
0.004658291457286433,0.0018000000000000002,0.17404256721547937
0.0047035175879396995,0.0018000000000000002,0.17468995072293517
0.004748743718592966,0.0018000000000000002,0.17532969964822331
0.004793969849246232,0.0018000000000000002,0.17596194825141767
0.0048391959798994985,0.0018000000000000002,0.17658682766284786
